taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.1-Psittacula_krameri	ehbv-avi.23.1-Psittacula_krameri	ehbv-avi.23.1-Psittacula_krameri	Avihepadnavirus	NFZL01000110.1	62.766	513	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.10-Psittacula_krameri	ehbv-avi.23.10-Psittacula_krameri	ehbv-avi.23.10-Psittacula_krameri	Avihepadnavirus	NFZL01000304.1	70.297	160	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.11-Psittacula_krameri	ehbv-avi.23.11-Psittacula_krameri	ehbv-avi.23.11-Psittacula_krameri	Avihepadnavirus	NFZL01001175.1	71.845	157	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.12-Amazona_vittata	ehbv-avi.23.12-Amazona_vittata	ehbv-avi.23.12-Amazona_vittata	Avihepadnavirus	KB273016.1	68	154	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.13-Psittacula_krameri	ehbv-avi.23.13-Psittacula_krameri	ehbv-avi.23.13-Psittacula_krameri	Avihepadnavirus	NFZL01001851.1	74.257	154	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.14-Amazona_aestiva	ehbv-avi.23.14-Amazona_aestiva	ehbv-avi.23.14-Amazona_aestiva	Avihepadnavirus	LMAW01000336.1	67	153	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.15-Amazona_vittata	ehbv-avi.23.15-Amazona_vittata	ehbv-avi.23.15-Amazona_vittata	Avihepadnavirus	KB275756.1	74.257	151	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.16-Agapornis_roseicollis	ehbv-avi.23.16-Agapornis_roseicollis	ehbv-avi.23.16-Agapornis_roseicollis	Avihepadnavirus	NDXB01051584.1	41.86	147	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.17-Pionus_senilis	ehbv-avi.23.17-Pionus_senilis	ehbv-avi.23.17-Pionus_senilis	Avihepadnavirus	WURU01067777.1	72.277	145	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.18-Agapornis_roseicollis	ehbv-avi.23.18-Agapornis_roseicollis	ehbv-avi.23.18-Agapornis_roseicollis	Avihepadnavirus	NDXB01000145.1	62.698	145	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.19-Amazona_aestiva	ehbv-avi.23.19-Amazona_aestiva	ehbv-avi.23.19-Amazona_aestiva	Avihepadnavirus	LMAW01000669.1	71.287	144	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.2-Ara_macao	ehbv-avi.23.2-Ara_macao	ehbv-avi.23.2-Ara_macao	Avihepadnavirus	KE020025.1	75.486	348	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.20-Agapornis_roseicollis	ehbv-avi.23.20-Agapornis_roseicollis	ehbv-avi.23.20-Agapornis_roseicollis	Avihepadnavirus	NDXB01004860.1	67.327	139	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.21-Guaruba_guarouba	ehbv-avi.23.21-Guaruba_guarouba	ehbv-avi.23.21-Guaruba_guarouba	Avihepadnavirus	JAABOC010012511.1	63	139	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.22-Pionus_senilis	ehbv-avi.23.22-Pionus_senilis	ehbv-avi.23.22-Pionus_senilis	Avihepadnavirus	WURU01031623.1	61.404	139	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.23-Psittacula_krameri	ehbv-avi.23.23-Psittacula_krameri	ehbv-avi.23.23-Psittacula_krameri	Avihepadnavirus	NFZL01001623.1	65.347	139	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.24-Ara_macao	ehbv-avi.23.24-Ara_macao	ehbv-avi.23.24-Ara_macao	Avihepadnavirus	KE008458.1	63	139	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.25-Psittacula_krameri	ehbv-avi.23.25-Psittacula_krameri	ehbv-avi.23.25-Psittacula_krameri	Avihepadnavirus	NFZL01014325.1	65.347	138	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.26-Melopsittacus_undulatus	ehbv-avi.23.26-Melopsittacus_undulatus	ehbv-avi.23.26-Melopsittacus_undulatus	Avihepadnavirus	JH556617	64.078	138	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.23-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.23.27-Guaruba_guarouba	ehbv-avi.23.27-Guaruba_guarouba	ehbv-avi.23.27-Guaruba_guarouba	Avihepadnavirus	JAABOC010000638.1	71.91	132	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
