taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.1-Melopsittacus_undulatus	ehbv-avi.49.1-Melopsittacus_undulatus	ehbv-avi.49.1-Melopsittacus_undulatus	Avihepadnavirus	JH556595	92.766	444	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.10-Ara_macao	ehbv-avi.49.10-Ara_macao	ehbv-avi.49.10-Ara_macao	Avihepadnavirus	KE026841.1	75.661	273	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.11-Guaruba_guarouba	ehbv-avi.49.11-Guaruba_guarouba	ehbv-avi.49.11-Guaruba_guarouba	Avihepadnavirus	JAABOC010000638.1	75	272	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.12-Melopsittacus_undulatus	ehbv-avi.49.12-Melopsittacus_undulatus	ehbv-avi.49.12-Melopsittacus_undulatus	Avihepadnavirus	JH556580	78.313	267	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.13-Amazona_aestiva	ehbv-avi.49.13-Amazona_aestiva	ehbv-avi.49.13-Amazona_aestiva	Avihepadnavirus	LMAW01003211.1	85.034	245	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.14-Amazona_vittata	ehbv-avi.49.14-Amazona_vittata	ehbv-avi.49.14-Amazona_vittata	Avihepadnavirus	KB257234.1	79.71	226	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.15-Pionus_senilis	ehbv-avi.49.15-Pionus_senilis	ehbv-avi.49.15-Pionus_senilis	Avihepadnavirus	WURU01000716.1	79.71	226	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.16-Guaruba_guarouba	ehbv-avi.49.16-Guaruba_guarouba	ehbv-avi.49.16-Guaruba_guarouba	Avihepadnavirus	JAABOC010006378.1	77.536	226	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.17-Amazona_aestiva	ehbv-avi.49.17-Amazona_aestiva	ehbv-avi.49.17-Amazona_aestiva	Avihepadnavirus	LMAW01001958.1	78.261	224	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.18-Amazona_aestiva	ehbv-avi.49.18-Amazona_aestiva	ehbv-avi.49.18-Amazona_aestiva	Avihepadnavirus	LMAW01002945.1	78.417	224	Amazona_aestiva	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.19-Psittacula_krameri	ehbv-avi.49.19-Psittacula_krameri	ehbv-avi.49.19-Psittacula_krameri	Avihepadnavirus	NFZL01000601.1	79.71	223	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.2-Psittacula_krameri	ehbv-avi.49.2-Psittacula_krameri	ehbv-avi.49.2-Psittacula_krameri	Avihepadnavirus	NFZL01000912.1	91.189	418	Psittacula_krameri	Psittacula	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.20-Ara_macao	ehbv-avi.49.20-Ara_macao	ehbv-avi.49.20-Ara_macao	Avihepadnavirus	KE101519.1	78.261	219	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.21-Ara_macao	ehbv-avi.49.21-Ara_macao	ehbv-avi.49.21-Ara_macao	Avihepadnavirus	KE091996.1	76.978	218	Ara_macao	Ara	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.22-Guaruba_guarouba	ehbv-avi.49.22-Guaruba_guarouba	ehbv-avi.49.22-Guaruba_guarouba	Avihepadnavirus	JAABOC010006378.1	76.259	215	Guaruba_guarouba	Guaruba	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.23-Agapornis_roseicollis	ehbv-avi.49.23-Agapornis_roseicollis	ehbv-avi.49.23-Agapornis_roseicollis	Avihepadnavirus	NDXB01009325.1	74.101	212	Agapornis_roseicollis	Agapornis	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.24-Melopsittacus_undulatus	ehbv-avi.49.24-Melopsittacus_undulatus	ehbv-avi.49.24-Melopsittacus_undulatus	Avihepadnavirus	JH556610	74.453	209	Melopsittacus_undulatus	Melopsittacus	Psittaculidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.25-Pionus_senilis	ehbv-avi.49.25-Pionus_senilis	ehbv-avi.49.25-Pionus_senilis	Avihepadnavirus	WURU01067777.1	79.07	209	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.26-Pionus_senilis	ehbv-avi.49.26-Pionus_senilis	ehbv-avi.49.26-Pionus_senilis	Avihepadnavirus	WURU01256372.1	78.519	208	Pionus_senilis	Pionus	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.27-Amazona_vittata	ehbv-avi.49.27-Amazona_vittata	ehbv-avi.49.27-Amazona_vittata	Avihepadnavirus	KB237619.1	78.226	189	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.28-Amazona_vittata	ehbv-avi.49.28-Amazona_vittata	ehbv-avi.49.28-Amazona_vittata	Avihepadnavirus	KB278478.1	85.859	169	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.29-Amazona_vittata	ehbv-avi.49.29-Amazona_vittata	ehbv-avi.49.29-Amazona_vittata	Avihepadnavirus	KB256955.1	78.302	168	Amazona_vittata	Amazona	Psittacidae	Psittaciformes
alignment/AL_EHBV-avi.49-psittaciformes/member/fasta-digs-ehbv/ehbv-avi.49.3-Ara_macao	ehbv-avi.49.3-Ara_macao	ehbv-avi.49.3-Ara_macao	Avihepadnavirus	AOUJ01009767.1	87.264	366	Ara_macao	Ara	Psittacidae	Psittaciformes
